"zip_code","latitude","longitude","city","state","county"
"14730",42.174736,-78.9473419,East Randolph,NY,Cattaraugus
"14731",42.2972298,-78.6496506,Ellicottville,NY,Cattaraugus
"14732",42.2290993,-79.113472,Ellington,NY,Chautauqua
"14733",42.1266022,-79.1828384,Falconer,NY,Chautauqua
"14735",42.4507904,-78.1042862,Fillmore,NY,Allegany
"14736",42.1332054,-79.7377014,Findley Lake,NY,Chautauqua
"14737",42.3357544,-78.4912415,Franklinville,NY,Cattaraugus
"14738",42.0535851,-79.1188889,Frewsburg,NY,Chautauqua
"14739",42.1879005,-78.1572495,Friendship,NY,Allegany
"14740",42.2112885,-79.170517,Gerry,NY,Chautauqua
"14741",42.217041,-78.5841141,Great Valley,NY,Cattaraugus
"14742",42.1205101,-79.3095779,Greenhurst,NY,Chautauqua
"14743",42.1979141,-78.4158554,Hinsdale,NY,Cattaraugus
"14744",42.4228287,-78.2062912,Houghton,NY,Allegany
"14745",42.4776993,-78.1403427,Hume,NY,Allegany
"14747",42.1527252,-79.1110687,Kennedy,NY,Chautauqua
"14748",42.1449776,-78.6466293,Kill Buck,NY,Cattaraugus
"14750",42.1248093,-79.4400101,Lakewood,NY,Chautauqua
"14751",42.2983284,-79.0062332,Leon,NY,Cattaraugus
"14752",42.352417,-79.3235016,Lily Dale,NY,Chautauqua
"14753",42.1412659,-78.6076736,Limestone,NY,Cattaraugus
"14754",42.0318718,-78.2097092,Little Genesee,NY,Allegany
"14755",42.2545662,-78.8236313,Little Valley,NY,Cattaraugus
"14756",42.1981506,-79.4173508,Maple Springs,NY,Chautauqua
"14757",42.2371597,-79.3709106,Mayville,NY,Chautauqua
"14758",42.3425293,-79.4109116,Niobe,NY,Chautauqua
"14760",42.0821419,-78.425972,Olean,NY,Cattaraugus
"14766",42.3575439,-78.8072815,Otto,NY,Cattaraugus
"14767",42.1913452,-79.5051041,Panama,NY,Chautauqua
"14769",42.3715591,-79.4689636,Portland,NY,Chautauqua
"14770",42.0929451,-78.3423386,Portville,NY,Cattaraugus
"14772",42.1568413,-78.8444138,Randolph,NY,Cattaraugus
"14774",42.1143837,-78.1680527,Richburg,NY,Allegany
"14775",42.2304611,-79.4267807,Ripley,NY,Chautauqua
"14777",42.3973618,-78.2323303,Rushford,NY,Allegany
"14778",42.2701111,-78.6846848,Saint Bonaventure,NY,Cattaraugus
"14779",42.1805267,-78.6156235,Salamanca,NY,Cattaraugus
"14781",42.1720772,-79.611351,Sherman,NY,Chautauqua
"14782",42.2577629,-79.25383,Sinclairville,NY,Chautauqua
"14783",42.0820007,-78.9177399,Steamburg,NY,Cattaraugus
"14784",42.3151398,-79.3883286,Stockton,NY,Chautauqua
"14785",42.1556931,-79.4122314,Stow,NY,Chautauqua
"14786",42.1226692,-78.2213287,West Clarksville,NY,Allegany
"14787",42.2537346,-79.4842834,Westfield,NY,Chautauqua
"14788",42.0621262,-78.3779755,Westons Mills,NY,Cattaraugus
"14801",42.2063904,-77.3061829,Addison,NY,Steuben
"14802",42.2405357,-77.7831955,Alfred,NY,Allegany
"14803",42.254097,-77.7993164,Alfred Station,NY,Allegany
"14804",42.3132858,-77.8512878,Almond,NY,Allegany
"14805",42.3755646,-76.7327042,Alpine,NY,Schuyler
"14806",42.1457939,-77.8118973,Andover,NY,Allegany
"14807",42.4651451,-77.5738678,Arkport,NY,Steuben
"14808",42.5620117,-77.4685211,Atlanta,NY,Steuben
"14809",42.3678627,-77.4641266,Avoca,NY,Steuben
"14810",42.3574638,-77.3027878,Bath,NY,Steuben
"14812",42.3229256,-76.9773331,Beaver Dams,NY,Schuyler
"14813",42.2421684,-77.96315,Belmont,NY,Allegany
"14814",42.156517,-76.9316406,Big Flats,NY,Chemung
"14815",42.3698082,-77.2357941,Bradford,NY,Steuben
"14816",42.1996307,-76.7312012,Breesport,NY,Chemung
"14817",42.3596954,-76.3491516,Brooktondale,NY,Tompkins
"14818",42.4641533,-76.7980194,Burdett,NY,Schuyler
"14819",42.2114906,-77.4535065,Cameron,NY,Steuben
"14820",42.1800461,-77.2805023,Cameron Mills,NY,Steuben
"14821",42.2629547,-77.215477,Campbell,NY,Steuben
"14822",42.4225769,-77.8356247,Canaseraga,NY,Allegany
"14823",42.3481445,-77.4271317,Canisteo,NY,Steuben
"14824",42.2729492,-76.6936264,Cayuta,NY,Schuyler
"14825",42.0524254,-76.6070328,Chemung,NY,Chemung
"14826",42.470356,-77.3912888,Cohocton,NY,Steuben
"14827",42.1785278,-77.1413574,Coopers Plains,NY,Steuben
"14830",42.1205406,-77.0484619,Corning,NY,Steuben
"14831",42.1452637,-77.5668335,Corning,NY,Steuben
"14836",42.5461655,-77.9002075,Dalton,NY,Livingston
"14837",42.5553856,-77.0144119,Dundee,NY,Yates
"14838",42.1812248,-76.6719513,Erin,NY,Chemung
"14839",42.1432419,-77.5629883,Greenwood,NY,Steuben
"14840",42.3224564,-77.1983948,Hammondsport,NY,Steuben
"14841",42.4922905,-76.8245544,Hector,NY,Schuyler
"14842",42.577713,-76.9645233,Himrod,NY,Yates
"14843",42.3839798,-77.4790497,Hornell,NY,Steuben
"14844",42.160717,-76.8784561,Horseheads,NY,Chemung
"14845",42.2100296,-76.8366318,Horseheads,NY,Chemung
"14846",42.5558357,-77.9994507,Hunt,NY,Livingston
"14847",42.6084404,-76.7355576,Interlaken,NY,Seneca
"14850",42.4027939,-76.4840012,Ithaca,NY,Tompkins
"14851",42.4607201,-76.5054321,Ithaca,NY,Tompkins
"14852",42.4450722,-76.4672318,Ithaca,NY,Tompkins
"14853",42.4473724,-76.4837036,Ithaca,NY,Tompkins
"14854",42.506321,-76.608223,Jacksonville,NY,Tompkins
"14855",42.1421967,-77.4979095,Jasper,NY,Steuben
"14856",42.374218,-77.3648148,Kanona,NY,Steuben
"14857",42.5126305,-76.9270172,Lakemont,NY,Yates
"14858",42.0450706,-77.1066818,Lindley,NY,Steuben
"14859",42.1154556,-76.5078201,Lockwood,NY,Tioga
"14860",42.5860291,-76.8016739,Lodi,NY,Seneca
"14861",42.0876694,-76.6846161,Lowman,NY,Chemung
"14863",42.4515686,-76.7067184,Mecklenburg,NY,Schuyler
"14864",42.2596436,-76.8423004,Millport,NY,Chemung
"14865",42.3588676,-76.8418503,Montour Falls,NY,Schuyler
"14867",42.3656883,-76.6102142,Newfield,NY,Tompkins
"14869",42.3774529,-76.776207,Odessa,NY,Schuyler
"14870",42.1597595,-77.3824615,Painted Post,NY,Steuben
"14871",42.0470238,-76.8824539,Pine City,NY,Chemung
"14872",42.2405281,-76.8750687,Pine Valley,NY,Chemung
"14873",42.3805618,-77.3544083,Prattsburgh,NY,Steuben
"14874",42.5202599,-77.1971436,Pulteney,NY,Steuben
"14876",42.4297218,-76.9258423,Reading Center,NY,Schuyler
"14877",42.071888,-77.6776505,Rexville,NY,Steuben
"14878",42.4801483,-76.9469299,Rock Stream,NY,Yates
"14879",42.3272629,-77.1932068,Savona,NY,Steuben
"14880",42.1661491,-77.9656754,Scio,NY,Allegany
"14881",42.402462,-76.3607788,Slaterville Springs,NY,Tompkins
"14882",42.573452,-76.5523758,Lansing,NY,Tompkins
"14883",42.2031021,-76.4711685,Spencer,NY,Tioga
"14884",42.4558601,-77.8894272,Swain,NY,Allegany
"14885",42.0603676,-77.5621414,Troupsburg,NY,Steuben
"14886",42.4803009,-76.6351547,Trumansburg,NY,Tompkins
"14887",42.3993721,-77.0267715,Tyrone,NY,Schuyler
"14889",42.2102242,-76.585083,Van Etten,NY,Chemung
"14891",42.3728485,-76.9271317,Watkins Glen,NY,Schuyler
"14892",42.1078262,-76.5022202,Waverly,NY,Tioga
"14893",42.474144,-77.0977097,Wayne,NY,Schuyler
"14894",42.0271034,-76.7645187,Wellsburg,NY,Chemung
"14895",42.230957,-77.917244,Wellsville,NY,Allegany
"14897",42.0509644,-77.8213501,Whitesville,NY,Allegany
"14898",42.0694695,-77.4380569,Woodhull,NY,Steuben
"14901",42.0825844,-76.7185669,Elmira,NY,Chemung
"14902",42.1472855,-76.750885,Elmira,NY,Chemung
"14903",42.1198235,-76.8876572,Elmira,NY,Chemung
"14904",42.0618248,-76.8236771,Elmira,NY,Chemung
"14905",42.0935745,-76.8443298,Elmira,NY,Chemung
"14925",42.1472855,-76.750885,Elmira,NY,Chemung
"15001",40.6752243,-80.3041763,Aliquippa,PA,Beaver
"15003",40.6004944,-80.2105179,Ambridge,PA,Beaver
"15004",40.3413506,-80.3822479,Atlasburg,PA,Washington
"15005",40.6184196,-80.2041016,Baden,PA,Beaver
"15006",40.4931297,-79.9031219,Bairdford,PA,Allegheny
"15007",40.4344368,-80.0248184,Bakerstown,PA,Allegheny
"15009",40.7290535,-80.3851929,Beaver,PA,Beaver
"15010",40.6656723,-80.3520508,Beaver Falls,PA,Beaver
"15012",40.0702667,-79.6034241,Belle Vernon,PA,Fayette
"15014",40.2721024,-79.899559,Brackenridge,PA,Allegheny
"15015",40.4344368,-80.0248184,Bradfordwoods,PA,Allegheny
"15017",40.3545876,-80.0913391,Bridgeville,PA,Allegheny
"15018",40.4576569,-80.208374,Buena Vista,PA,Allegheny
"15019",40.4126625,-80.317009,Bulger,PA,Washington
"15020",40.4344368,-80.0248184,Bunola,PA,Allegheny
"15021",40.3821411,-80.4043655,Burgettstown,PA,Washington
"15022",40.1358337,-79.9329071,Charleroi,PA,Washington
"15024",40.4344368,-80.0248184,Cheswick,PA,Allegheny
"15025",40.3242798,-79.9317322,Clairton,PA,Allegheny
"15026",40.4900017,-80.2903366,Clinton,PA,Allegheny
"15027",40.6995163,-80.2646866,Conway,PA,Beaver
"15028",40.4344368,-80.0248184,Coulters,PA,Allegheny
"15030",40.4344368,-80.0248184,Creighton,PA,Allegheny
"15031",40.3547134,-80.1669083,Cuddy,PA,Allegheny
"15032",40.4344368,-80.0248184,Curtisville,PA,Allegheny
"15033",40.1798973,-79.8683929,Donora,PA,Washington
"15034",40.3157921,-79.8921738,Dravosburg,PA,Allegheny
"15035",40.4344368,-80.0248184,East Mc Keesport,PA,Allegheny
"15036",40.2148972,-80.1791382,Eldersville,PA,Washington
"15037",40.271965,-79.8966446,Elizabeth,PA,Allegheny
"15038",40.2520866,-79.9252319,Elrama,PA,Washington
"15042",40.7102814,-80.2405624,Freedom,PA,Beaver
"15043",40.6394615,-80.3399506,Georgetown,PA,Beaver
"15044",40.4344368,-80.0248184,Gibsonia,PA,Allegheny
"15045",40.4344368,-80.0248184,Glassport,PA,Allegheny
"15046",40.4680672,-80.1234589,Crescent,PA,Allegheny
"15047",40.4344368,-80.0248184,Greenock,PA,Allegheny
"15049",40.4344368,-80.0248184,Harwick,PA,Allegheny
"15050",40.554306,-80.4282227,Hookstown,PA,Beaver
"15051",40.4344368,-80.0248184,Indianola,PA,Allegheny
"15052",40.7023964,-80.3882675,Industry,PA,Beaver
"15053",40.3800354,-80.3605423,Joffre,PA,Washington
"15054",40.3625145,-80.4085541,Langeloth,PA,Washington
"15055",40.3058395,-80.1219025,Lawrence,PA,Washington
"15056",40.3750687,-80.0154266,Leetsdale,PA,Allegheny
"15057",40.3591385,-80.2674484,Mc Donald,PA,Washington
"15059",40.7400627,-80.3974838,Midland,PA,Beaver
"15060",40.3681221,-80.2893829,Midway,PA,Washington
"15061",40.6563644,-80.3278122,Monaca,PA,Beaver
"15062",40.3618507,-79.7512817,Monessen,PA,Westmoreland
"15063",40.2600021,-80.1244431,Monongahela,PA,Washington
"15064",40.3558655,-80.1415482,Morgan,PA,Allegheny
"15065",40.4344368,-80.0248184,Natrona Heights,PA,Allegheny
"15066",40.7121735,-80.3217697,New Brighton,PA,Beaver
"15067",40.2827873,-80.1739044,New Eagle,PA,Washington
"15068",40.4788208,-79.5815048,New Kensington,PA,Westmoreland
"15069",40.3602219,-79.4398041,New Kensington,PA,Westmoreland
"15071",40.403347,-80.184166,Oakdale,PA,Allegheny
"15072",40.1392975,-79.8561707,Pricedale,PA,Westmoreland
"15074",40.6864738,-80.3265381,Rochester,PA,Beaver
"15075",40.4344368,-80.0248184,Rural Ridge,PA,Allegheny
"15076",40.4344368,-80.0248184,Russellton,PA,Allegheny
"15077",40.6025352,-80.3863449,Shippingport,PA,Beaver
"15078",40.3584366,-80.3879166,Slovan,PA,Washington
"15081",40.5762672,-80.2383347,South Heights,PA,Beaver
"15082",40.3862648,-80.208313,Sturgeon,PA,Allegheny
"15083",40.2255898,-79.7516022,Sutersville,PA,Westmoreland
"15084",40.4344368,-80.0248184,Tarentum,PA,Allegheny
"15085",40.3826675,-79.5946426,Trafford,PA,Westmoreland
"15086",40.4344368,-80.0248184,Warrendale,PA,Allegheny
"15087",40.3602219,-79.4398041,Webster,PA,Westmoreland
"15088",40.2715988,-79.8966064,West Elizabeth,PA,Allegheny
"15089",40.2018089,-79.7272339,West Newton,PA,Westmoreland
"15090",40.4344368,-80.0248184,Wexford,PA,Allegheny
"15091",40.4344368,-80.0248184,Wildwood,PA,Allegheny
"15095",40.4344368,-80.0248184,Warrendale,PA,Allegheny
"15096",40.4344368,-80.0248184,Warrendale,PA,Allegheny
"15101",40.4344368,-80.0248184,Allison Park,PA,Allegheny
"15102",40.3714714,-80.1159515,Bethel Park,PA,Allegheny
"15104",40.3662872,-79.8583603,Braddock,PA,Allegheny
"15106",40.4490814,-80.1031647,Carnegie,PA,Allegheny
"15108",40.4692688,-80.1402283,Coraopolis,PA,Allegheny
"15110",40.3720703,-79.8538208,Duquesne,PA,Allegheny
"15112",40.4344368,-80.0248184,East Pittsburgh,PA,Allegheny
"15116",40.3577194,-79.9799728,Glenshaw,PA,Allegheny
"15120",40.3926201,-79.9051743,Homestead,PA,Allegheny
"15122",40.3605766,-79.9086227,West Mifflin,PA,Allegheny
"15123",40.4344368,-80.0248184,West Mifflin,PA,Allegheny
"15126",40.4526443,-80.1288528,Imperial,PA,Allegheny
"15127",40.4344368,-80.0248184,Ingomar,PA,Allegheny
"15129",40.3031197,-79.9975662,South Park,PA,Allegheny
"15130",40.4344368,-80.0248184,Mc Keesport,PA,Allegheny
"15131",40.4344368,-80.0248184,Mc Keesport,PA,Allegheny
"15132",40.4072685,-80.048027,Mc Keesport,PA,Allegheny
"15133",40.3234177,-79.9401703,Mc Keesport,PA,Allegheny
"15134",40.4344368,-80.0248184,Mc Keesport,PA,Allegheny
"15135",40.4344368,-80.0248184,Mc Keesport,PA,Allegheny
"15136",40.4670067,-80.1036682,Mc Kees Rocks,PA,Allegheny
"15137",40.4344368,-80.0248184,North Versailles,PA,Allegheny
"15139",40.4344368,-80.0248184,Oakmont,PA,Allegheny
"15140",40.4344368,-80.0248184,Pitcairn,PA,Allegheny
"15142",40.4024506,-80.166893,Presto,PA,Allegheny
"15143",40.4513664,-80.2082825,Sewickley,PA,Allegheny
"15144",40.4344368,-80.0248184,Springdale,PA,Allegheny
"15145",40.4344368,-80.0248184,Turtle Creek,PA,Allegheny
"15146",40.5481186,-80.2368851,Monroeville,PA,Allegheny
"15147",40.3514671,-80.0115738,Verona,PA,Allegheny
"15148",40.4344368,-80.0248184,Wilmerding,PA,Allegheny
"15189",40.4344368,-80.0248184,Sewickley,PA,Allegheny
"15201",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15202",40.328598,-79.9491806,Pittsburgh,PA,Allegheny
"15203",40.4253693,-79.9799118,Pittsburgh,PA,Allegheny
"15204",40.455368,-80.064415,Pittsburgh,PA,Allegheny
"15205",40.4322052,-80.1021042,Pittsburgh,PA,Allegheny
"15206",40.41642,-80.0754242,Pittsburgh,PA,Allegheny
"15207",40.3561707,-79.9821243,Pittsburgh,PA,Allegheny
"15208",40.5190163,-80.1660767,Pittsburgh,PA,Allegheny
"15209",40.3927193,-80.0423737,Pittsburgh,PA,Allegheny
"15210",40.4196625,-80.0272446,Pittsburgh,PA,Allegheny
"15211",40.4295197,-80.0143738,Pittsburgh,PA,Allegheny
"15212",40.4281693,-80.0749741,Pittsburgh,PA,Allegheny
"15213",40.423069,-79.9806213,Pittsburgh,PA,Allegheny
"15214",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15215",40.3775673,-79.994072,Pittsburgh,PA,Allegheny
"15216",40.4000893,-80.0461731,Pittsburgh,PA,Allegheny
"15217",40.3852196,-80.0548782,Pittsburgh,PA,Allegheny
"15218",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15219",40.375351,-80.0170746,Pittsburgh,PA,Allegheny
"15220",40.4181175,-80.0525742,Pittsburgh,PA,Allegheny
"15221",40.4146118,-80.0433426,Pittsburgh,PA,Allegheny
"15222",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15223",40.4574165,-80.0449295,Pittsburgh,PA,Allegheny
"15224",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15225",40.5051193,-80.1155243,Pittsburgh,PA,Allegheny
"15226",40.4001389,-80.0160751,Pittsburgh,PA,Allegheny
"15227",40.3805199,-79.9667206,Pittsburgh,PA,Allegheny
"15228",40.3695679,-80.0439224,Pittsburgh,PA,Allegheny
"15229",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15230",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15231",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15232",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15233",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15234",40.3688202,-80.0223999,Pittsburgh,PA,Allegheny
"15235",40.3986092,-80.0008545,Pittsburgh,PA,Allegheny
"15236",40.3351402,-79.9832458,Pittsburgh,PA,Allegheny
"15237",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15238",40.3800201,-80.0064774,Pittsburgh,PA,Allegheny
"15239",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15240",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15241",40.3322678,-80.0810242,Pittsburgh,PA,Allegheny
"15242",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15243",40.3841705,-80.072876,Pittsburgh,PA,Allegheny
"15244",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15250",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15251",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15252",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15253",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15254",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15255",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15257",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15258",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15259",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15260",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15261",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15262",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15263",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15264",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15265",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15266",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15267",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15268",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15270",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15272",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15274",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15275",40.4495201,-80.1794739,Pittsburgh,PA,Allegheny
"15276",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15277",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15278",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15279",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15281",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15282",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15283",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15285",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15286",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15290",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15295",40.4344368,-80.0248184,Pittsburgh,PA,Allegheny
"15301",40.1353912,-80.1467056,Washington,PA,Washington
"15310",39.870636,-80.2113342,Aleppo,PA,Greene
"15311",40.0497665,-80.1681366,Amity,PA,Washington
"15312",40.200737,-80.2671509,Avella,PA,Washington
"15313",40.0654945,-80.0221024,Beallsville,PA,Washington
"15314",40.1534576,-80.0839691,Bentleyville,PA,Washington
"15315",39.8170471,-79.9567261,Bobtown,PA,Greene
"15316",39.870636,-80.2113342,Brave,PA,Greene
"15317",40.1557045,-80.128418,Canonsburg,PA,Washington
"15320",39.9189148,-79.985321,Carmichaels,PA,Greene
"15321",40.1592674,-80.1041946,Cecil,PA,Washington
"15322",39.9667015,-80.0452347,Clarksville,PA,Greene
"15323",40.1101608,-80.2516937,Claysville,PA,Washington
"15324",40.0501633,-79.9832382,Cokeburg,PA,Washington
"15325",39.9501686,-79.9676285,Crucible,PA,Greene
"15327",39.7640877,-79.9374161,Dilliner,PA,Greene
"15329",40.0499496,-80.2812119,Prosperity,PA,Washington
"15330",40.1755714,-80.0993347,Eighty Four,PA,Washington
"15331",40.106823,-80.0216141,Ellsworth,PA,Washington
"15332",40.1989708,-80.0599747,Finleyville,PA,Washington
"15333",40.0251045,-80.0117416,Fredericktown,PA,Washington
"15334",39.870636,-80.2113342,Garards Fort,PA,Greene
"15336",40.2601395,-79.9926758,Gastonville,PA,Washington
"15337",39.9379616,-80.0014954,Graysville,PA,Greene
"15338",39.8209419,-79.9745483,Greensboro,PA,Greene
"15339",40.3018379,-80.1543121,Hendersonville,PA,Washington
"15340",40.2268639,-80.1690292,Hickory,PA,Washington
"15341",39.870636,-80.2113342,Holbrook,PA,Greene
"15342",40.133091,-80.1334534,Houston,PA,Washington
"15344",39.870636,-80.2113342,Jefferson,PA,Greene
"15345",40.0284309,-80.1042099,Marianna,PA,Washington
"15346",39.9346619,-80.0702744,Mather,PA,Greene
"15347",40.2173576,-80.2268829,Meadow Lands,PA,Washington
"15348",39.9876518,-80.003685,Millsboro,PA,Washington
"15349",39.7740326,-80.0245743,Mount Morris,PA,Greene
"15350",40.2937317,-80.2004852,Muse,PA,Washington
"15351",39.8778992,-79.9258041,Nemacolin,PA,Greene
"15352",39.870636,-80.2113342,New Freeport,PA,Greene
"15353",39.870636,-80.2113342,Nineveh,PA,Greene
"15354",39.870636,-80.2113342,Pine Bank,PA,Greene
"15357",39.9543686,-79.9904327,Rices Landing,PA,Greene
"15358",40.0563469,-79.9925537,Richeyville,PA,Washington
"15359",39.870636,-80.2113342,Rogersville,PA,Greene
"15360",40.0923424,-80.0994568,Scenery Hill,PA,Washington
"15361",40.3281898,-80.2562943,Southview,PA,Washington
"15362",39.7446556,-80.2144699,Spraggs,PA,Greene
"15363",40.2504539,-80.1983566,Strabane,PA,Washington
"15364",39.870636,-80.2113342,Sycamore,PA,Greene
"15365",40.161129,-80.3780899,Taylorstown,PA,Washington
"15366",40.1100693,-80.0317841,Van Voorhis,PA,Washington
"15367",40.244339,-80.2477951,Venetia,PA,Washington
"15368",40.0237732,-80.0077286,Vestaburg,PA,Washington
"15370",39.8747711,-80.0805664,Waynesburg,PA,Greene
"15376",40.1280823,-80.2702332,West Alexander,PA,Washington
"15377",40.0246773,-80.4297256,West Finley,PA,Washington
"15378",40.2775345,-80.2731323,Westland,PA,Washington
"15379",40.2417297,-80.4241562,West Middletown,PA,Washington
"15380",39.9093666,-80.4300385,Wind Ridge,PA,Greene
"15401",39.9448853,-79.7700653,Uniontown,PA,Fayette
"15410",39.9121056,-79.8963623,Adah,PA,Fayette
"15411",39.7523994,-79.3307648,Addison,PA,Somerset
"15412",40.0958862,-79.849884,Allenport,PA,Washington
"15413",39.9868279,-79.8637314,Allison,PA,Fayette
"15415",39.9807854,-79.8503647,Brier Hill,PA,Fayette
"15416",39.9320831,-79.6521683,Brownfield,PA,Fayette
"15417",39.9216118,-79.6904755,Brownsville,PA,Fayette
"15419",40.0689201,-79.8731613,California,PA,Washington
"15420",39.9320831,-79.6521683,Cardale,PA,Fayette
"15421",39.845089,-79.5991287,Chalk Hill,PA,Fayette
"15422",39.9922523,-79.8170853,Chestnut Ridge,PA,Fayette
"15423",40.0821915,-79.9302673,Coal Center,PA,Washington
"15424",39.8243256,-79.3064117,Confluence,PA,Somerset
"15425",40.007431,-79.7009506,Connellsville,PA,Fayette
"15427",40.0650635,-79.9733047,Daisytown,PA,Washington
"15428",39.9830017,-79.7255173,Dawson,PA,Fayette
"15429",40.0080833,-79.9392319,Denbo,PA,Washington
"15430",40.0417862,-79.6599808,Dickerson Run,PA,Fayette
"15431",39.9490891,-79.7231522,Dunbar,PA,Fayette
"15432",40.0996933,-79.8596802,Dunlevy,PA,Washington
"15433",39.9735107,-79.7045364,East Millsboro,PA,Fayette
"15434",40.0804367,-79.875824,Elco,PA,Washington
"15435",39.9501228,-79.8584747,Fairbank,PA,Fayette
"15436",39.9544258,-79.808075,Fairchance,PA,Fayette
"15437",39.7974091,-79.5967712,Farmington,PA,Fayette
"15438",40.0667305,-79.8445129,Fayette City,PA,Fayette
"15439",39.7713242,-79.6358414,Gans,PA,Fayette
"15440",39.7577515,-79.6283646,Gibbon Glade,PA,Fayette
"15442",40.0155144,-79.8439789,Grindstone,PA,Fayette
"15443",39.9263458,-79.9013214,Hibbs,PA,Fayette
"15444",40.0565605,-79.9020996,Hiller,PA,Fayette
"15445",39.8768349,-79.671814,Hopwood,PA,Fayette
"15446",40.0374527,-79.3778076,Indian Head,PA,Fayette
"15447",39.9459877,-79.9393158,Isabella,PA,Fayette
"15448",40.3602219,-79.4398041,Jacobs Creek,PA,Westmoreland
"15449",39.963623,-79.785347,Keisterville,PA,Fayette
"15450",39.9982796,-79.9753876,La Belle,PA,Fayette
"15451",39.7428627,-79.8548737,Lake Lynn,PA,Fayette
"15454",39.9320831,-79.6521683,Leckrone,PA,Fayette
"15455",39.9985352,-79.6434479,Leisenring,PA,Fayette
"15456",39.8772774,-79.8055496,Lemont Furnace,PA,Fayette
"15458",39.8882408,-79.8693542,Mc Clellandtown,PA,Fayette
"15459",39.8224297,-79.5297318,Markleysburg,PA,Fayette
"15460",39.9320831,-79.6521683,Martin,PA,Fayette
"15461",39.9457703,-79.681839,Masontown,PA,Fayette
"15462",40.0597382,-79.3814316,Melcroft,PA,Fayette
"15463",39.8825226,-79.8335876,Merrittstown,PA,Fayette
"15464",39.9337387,-79.4326477,Mill Run,PA,Fayette
"15465",39.9320831,-79.6521683,Mount Braddock,PA,Fayette
"15466",40.0750656,-79.8943481,Newell,PA,Fayette
"15467",39.9320831,-79.6521683,New Geneva,PA,Fayette
"15468",39.9418373,-79.8410339,New Salem,PA,Fayette
"15469",40.0078583,-79.4382172,Normalville,PA,Fayette
"15470",39.8506737,-79.5230026,Ohiopyle,PA,Fayette
"15472",39.9183197,-79.7158356,Oliver,PA,Fayette
"15473",40.0645638,-79.7755966,Perryopolis,PA,Fayette
"15474",39.9118347,-79.7117386,Point Marion,PA,Fayette
"15475",39.9846687,-79.881424,Republic,PA,Fayette
"15476",39.8793831,-79.9168091,Ronco,PA,Fayette
"15477",40.0807114,-79.8627319,Roscoe,PA,Washington
"15478",39.9295883,-79.6988754,Smithfield,PA,Fayette
"15479",40.1553001,-79.7380905,Smithton,PA,Westmoreland
"15480",39.9883385,-79.7712631,Smock,PA,Fayette
"15482",40.0651054,-79.7690277,Star Junction,PA,Fayette
"15483",40.0384979,-79.9209366,Stockdale,PA,Washington
